"API","operator","well","section","twn","rng","reservoir","field","firstProd","cumOil","cumGas","fluid","proppant","TVD","perf","surfLat","surfLong","bhLat","bhLong","ppf","gor"
"3302503041","CONTINENTAL","KUKLA  7-16H","9","146","95","Middle Bakken","CHIMNEY BUTTE",2017-04-01,NA,NA,19020648.021682,26973414.8306112,10902.9,11199,47.4748111578,-102.794995611,47.4451483447,-102.795740694,2408.55565948845,1.05629552130699
"3302503042","CONTINENTAL","CANDEE  7-9H","9","146","95","Middle Bakken","CHIMNEY BUTTE",2017-12-01,NA,NA,9547842.52551966,13170575.7075787,10923.2,10247,47.4748950316,-102.794742056,47.5016898095,-102.795890977,1285.3104037844,1.01078492608786
"3302503043","BURLINGTON","CCU ATLANTIC EXPRESS  42-19 MBH","19","147","94","Middle Bakken","CORRAL CREEK",2017-04-01,NA,NA,16061558.0806817,11741668.7920783,10614.8,13353,47.5383758297,-102.699318732,47.503063479,-102.699411507,879.328150384057,1.03268159542194
"3302503045","BURLINGTON","CCU PACIFIC EXPRESS  42-19 MBH","19","147","94","Middle Bakken","CORRAL CREEK",2017-04-01,NA,NA,15542649.2092879,12343087.5333678,10694.8,13888,47.5368018189,-102.698698599,47.5740634453,-102.699223602,888.759182990192,0.90107245835667
"3302503047","PETRO-HUNT","DOLEZAL  146-97-31D-30-1H","6","145","97","Middle Bakken","LITTLE KNIFE",2017-07-01,NA,NA,13839829.5610876,5632367.49385995,11110.1,10804,47.4144478963,-103.080692308,47.4431341698,-103.079893134,521.322426310621,1.07617372793114
"3302503049","PETRO-HUNT","DOLEZAL  146-97-31D-30-3H","6","145","97","Middle Bakken","LITTLE KNIFE",2017-08-01,NA,NA,5102921.05055907,5319371.82115702,11088.2,11177,47.4145148748,-103.083961313,47.4431529553,-103.088819921,475.921250886376,1.03673693897627
"3302503051","BURLINGTON","CCU PACIFIC EXPRESS  32-19MBH","19","147","94","Middle Bakken","CORRAL CREEK",2019-04-01,NA,NA,9600182.42099091,9785887.58685425,10704.3,12313,47.5404952443,-102.704305589,47.5734598736,-102.704418605,794.760625911984,0.917517376194613
"3302503055","XTO","LITTLE PETE FEDERAL   41X-3D","3","147","96","Middle Bakken","BEAR CREEK",2017-07-01,NA,NA,10641364.0448511,11797862.6736098,11100.1,10135,47.5877722313,-102.889637221,47.5607813537,-102.890235493,1164.0713047469,1.21496586778965
"3302503057","XTO","LITTLE PETE FEDERAL   41X-3DXA","3","147","96","Middle Bakken","BEAR CREEK",2017-07-01,NA,NA,11074934.1833606,10983889.547394,11103.4,10285,47.5877299503,-102.888813407,47.5607770187,-102.886768276,1067.95231379621,1.22645281202364
"3302503065","BURLINGTON","CCU PACIFIC EXPRESS  22-19MBH","19","147","94","Middle Bakken","CORRAL CREEK",2018-05-01,NA,NA,10143456.7249376,15224113.9587301,10699.9,13732,47.5372824264,-102.708458994,47.5738227219,-102.709191911,1108.65962414289,0.622314122133682
"3302503069","XTO","FBIR BLACKMEDICINE  24X-21C","21","149","91","Middle Bakken","HEART BUTTE",2017-09-01,NA,NA,9336848.47800333,11698589.3417677,10018.2,10452,47.7046738291,-102.33506108,47.7312784269,-102.331222809,1119.26801968692,0.522869881109643
"3302503071","XTO","FBIR BLACKMEDICINE  24X-21CXD","21","149","91","Middle Bakken","HEART BUTTE",2017-09-01,NA,NA,9968155.4966135,12697481.4467904,9987.13,11264,47.7040890841,-102.335253446,47.7310053118,-102.327095975,1127.26220230739,0.555534660189103
"3302503073","XTO","FBIR BLACKMEDICINE  24X-21A","21","149","91","Middle Bakken","HEART BUTTE",2017-09-01,NA,NA,7408321.32700203,8132006.95392687,10031.7,10468,47.7038856522,-102.336492657,47.7312712844,-102.338238368,776.844378479831,0.575417650660369
"3302503076","XTO","FBIR BLACKMEDICINE  24X-21AXD","21","149","91","Middle Bakken","HEART BUTTE",2017-08-01,NA,NA,7412271.79406786,7975989.94458531,10041.9,11183,47.7032006951,-102.336326744,47.7312646002,-102.341904083,713.224532288769,0.541607140331273
"3302503080","BURLINGTON","CCU RED RIVER  1-2-16 MBH","16","147","95","Middle Bakken","CORRAL CREEK",2017-03-01,NA,NA,7962279.55850717,6007475.70236469,11282.9,10862,47.5594038633,-102.79820218,47.5883945825,-102.798557005,553.072703218992,0.909543858626768
"3302503082","BURLINGTON","CCU RED RIVER  3-2-16 MBH","16","147","95","Middle Bakken","CORRAL CREEK",2017-12-01,NA,NA,15533471.7852794,11631293.8313775,11261.5,11264,47.5582959547,-102.793816344,47.5883762934,-102.794110096,1032.6077620186,1.21936683684093
"3302503084","BURLINGTON","CCU MAINSTREETER  8-2-30 MBH","30","147","94","Middle Bakken","CORRAL CREEK",2018-03-01,NA,NA,10717546.0047344,23349889.6794377,10941.3,11453,47.5290309636,-102.714487436,47.5595944192,-102.714672882,2038.75750278858,0.879351699773777
"3302503086","BURLINGTON","CCU MAINSTREETER  6-2-30 MBH","30","147","94","Middle Bakken","CORRAL CREEK",2018-03-01,NA,NA,11392237.4552614,24692681.1023278,10972,11950,47.5278147476,-102.718629941,47.5595849187,-102.719171939,2066.33314663831,0.847159730033746
"3302503087","XTO","WERRE TRUST FEDERAL  21X-3B-N","3","147","96","Middle Bakken","BEAR CREEK",2018-04-01,NA,NA,22989929.1115962,12577209.6995967,10962.1,10938,47.588211424,-102.899542559,47.6171029839,-102.897787955,1149.86375019169,1.21906247133291
"3302503089","PETRO-HUNT","SABROSKY  145-97-34D-27-3H","34","145","97","Middle Bakken","LITTLE KNIFE",2017-12-01,NA,NA,9611628.08673835,5797888.97253044,10958.1,11073,47.3282977573,-103.018696816,47.3573963609,-103.015898198,523.605976025508,0.722096911155928
"3302503090","PETRO-HUNT","SABROSKY  144-97-6A-7-2H","34","145","97","Middle Bakken","LITTLE KNIFE",2017-12-01,NA,NA,4697004.21282751,5239255.2328532,10898.2,11313,47.3289435851,-103.017713874,47.2996887624,-103.013412022,463.118114810678,0.709892183759414
"3302503091","XTO","WERRE TRUST  21X-3B","3","147","96","Middle Bakken","BEAR CREEK",2018-03-01,NA,NA,36139775.2768712,19182068.0763372,11008.4,10020,47.5874183825,-102.900415078,47.5607743593,-102.900924416,1914.37805153066,0.613642827993025
"3302503093","XTO","WERRE TRUST  21X-3A","3","147","96","Middle Bakken","BEAR CREEK",2018-04-01,NA,NA,34414702.0435239,19105180.2325537,11005.8,10364,47.5875950741,-102.901080861,47.5607828586,-102.904507341,1843.41762182108,0.706886210442134
"3302503100","BURLINGTON","CCU BOXCAR  6-8-22 MBH","22","147","95","Middle Bakken","CORRAL CREEK",2019-08-01,NA,NA,8936104.2191847,8887978.54580855,11068.4,11598,47.5291915722,-102.76254147,47.559899848,-102.762416466,766.337174151452,1.01178934391837
"3302503105","BURLINGTON","CCU AUDUBON  8-8-22MBH","26","147","95","Middle Bakken","CORRAL CREEK",2019-07-01,NA,NA,8810294.05316483,9007112.82286302,11004.5,11508,47.5326310086,-102.757074447,47.5024604823,-102.757253964,782.682727047534,0.921124883186879
"3302503106","BURLINGTON","CCU BOXCAR  8-8-22MBH","26","147","95","Middle Bakken","CORRAL CREEK",2019-07-01,NA,NA,8492981.41720637,8761139.28532905,11053.9,11469,47.5291490771,-102.756926588,47.5591927416,-102.757103725,763.897400412333,1.04806007993884
"3302503107","XTO","FBIR BLACKMEDICINE  24X-21D","21","149","91","Middle Bakken","HEART BUTTE",2017-09-01,NA,NA,18276115.243144,23160942.2753895,10013.4,12315,47.7037565178,-102.335260568,47.7312910411,-102.323608079,1880.70988837917,0.541500344115623
"3302503108","XTO","WERRE TRUST FEDERAL  14X-34AXB","34","148","96","Middle Bakken","BEAR CREEK",2018-04-01,NA,NA,17727872.4212102,9299790.43868102,11007.3,10508,47.5896654254,-102.903327232,47.617267628,-102.901238774,885.020026520843,1.16778150589606
"3302503110","XTO","WERRE TRUST FEDERAL  14X-34A","34","148","96","Middle Bakken","BEAR CREEK",2018-09-01,NA,NA,23192164.7668314,11997513.7977053,10996,10514,47.5896613268,-102.903897215,47.6170919798,-102.905055794,1141.0988964909,1.40653339834227
"3302503112","XTO","WERRE TRUST FEDERAL  14X-34AXD-N","34","148","96","Middle Bakken","BEAR CREEK",2018-04-01,NA,NA,21408686.7268454,1105546.99462236,11022,10728,47.5893729673,-102.904331058,47.61708266,-102.908128102,103.052478991644,1.21453818819338
"3302503114","XTO","WERRE TRUST FEDERAL  14X-34AXD-S","34","148","96","Middle Bakken","BEAR CREEK",2018-05-01,NA,NA,17890223.6746679,9645537.52998375,11042.8,10806,47.58882083,-102.904548392,47.5607951731,-102.907757944,892.609432721058,1.27107439781714
"3302503115","BRUIN","FORT BERTHOLD  147-94-1A-12-11H","1","147","94","Middle Bakken","MCGREGORY BUTTES",2017-04-01,NA,NA,6585768.06121129,5276089.22989007,10569.8,10988,47.5890549171,-102.587743705,47.5599995501,-102.587777229,480.168295403174,1.12674221211609
"3302503116","BRUIN","FORT BERTHOLD  148-94-36D-25-11H","1","147","94","Middle Bakken","MCGREGORY BUTTES",2017-03-01,NA,NA,6738415.41057853,5084143.95011919,10591.7,10865,47.5876154486,-102.589956207,47.6165201937,-102.58993493,467.937777277422,0.898384830631545
"3302503118","BRUIN","FORT BERTHOLD  148-94-36D-25-10H","1","147","94","Middle Bakken","MCGREGORY BUTTES",2017-03-01,NA,NA,6389000.80621956,5129487.43580896,10584.3,10616,47.5884658618,-102.5872629,47.6165271576,-102.587414985,483.184573832795,0.914093606209429
"3302503119","BURLINGTON","CCU MAINSTREETER  4-1-25MBH","25","147","95","Middle Bakken","CORRAL CREEK",2019-03-01,NA,NA,9436753.29875091,10763653.6385951,10963.8,11403,47.529710596,-102.726196231,47.5598879052,-102.72784901,943.931740646765,0.949302023590521
"3302503121","BURLINGTON","CCU MAINSTREETER  5-1-25MBH","25","147","95","Middle Bakken","CORRAL CREEK",2019-03-01,NA,NA,9234128.5757078,10501469.195646,10945.3,11186,47.5300244481,-102.722745959,47.5598859084,-102.723550096,938.804684037721,0.972053092405181
"3302503124","MARATHON OIL","STRUTHERS USA  41-5H","4","148","95","Middle Bakken","LOST BRIDGE",2018-04-01,NA,NA,8698498.38278395,10404314.7985903,11186.5,10973,47.6721171322,-102.799429369,47.6727093513,-102.843064508,948.174136388433,2.11001452459871
"3302503125","ENERPLUS","ROBIN  148-92-23B-24H","23","148","92","Middle Bakken","HEART BUTTE",2017-04-01,NA,NA,6516192.66823009,16112258.0863567,9950.4,10469,47.6263122018,-102.375107834,47.6262440027,-102.334301404,1539.04461613876,0.688239266763145
"3302503126","ENERPLUS","FINCH  148-92-22A-21H","23","148","92","Middle Bakken","HEART BUTTE",2017-04-01,NA,NA,6463269.55420202,10547009.1265028,10132.1,10854,47.6266203068,-102.37430821,47.6263191289,-102.417200767,971.716337433464,0.56135964392331
"3302503132","BRUIN","FORT BERTHOLD  148-94-35D-26-11H","35","148","94","Middle Bakken","MCGREGORY BUTTES",2017-10-01,NA,NA,6884106.95717917,5286842.39330251,10684,10926,47.5876649916,-102.609978901,47.6165932796,-102.608686401,483.877209711012,0.967824633365174
"3302503135","BRUIN","FORT BERTHOLD  148-94-35D-26-12H","35","148","94","Middle Bakken","MCGREGORY BUTTES",2017-10-01,NA,NA,6949021.26449128,5153398.35321236,10716.4,10471,47.588849003,-102.612694742,47.6165949165,-102.611702365,492.159139835007,0.997329773030708
"3302503138","RIMROCK WILLISTON","MOCCASIN CREEK  16-26-27-13H3U","26","148","93","Middle Bakken","MOCCASIN CREEK",2018-06-01,NA,NA,15181991.6849238,16273102.1954156,10320.3,10550,47.6029466145,-102.481599316,47.6029339336,-102.523116197,1542.47414174556,0.308490639229892
"3302503140","WPX WILLISTON","BIG HORN  32-29HF","32","150","93","Middle Bakken","REUNION BAY",2018-02-01,NA,NA,6198694.77588921,6495390.60315713,10875.1,10568,47.7610502118,-102.611267689,47.7891969875,-102.611174397,614.628179708283,1.06037949348145
"3302503142","WPX WILLISTON","CARIBOU  33-34HDL","32","150","93","Middle Bakken","MANDAREE",2017-03-01,NA,NA,8108609.47861621,9786087.986873,10742.2,10915,47.760918793,-102.600446505,47.760966435,-102.557530045,896.572422068071,0.877156331444173
"3302503144","WPX WILLISTON","CARIBOU  33-34HG","32","150","93","Middle Bakken","REUNION BAY",2017-03-01,NA,NA,6173160.50703448,6553165.24359719,10704.7,10873,47.7637858623,-102.600433684,47.7637676457,-102.5575231,602.700748974266,0.797516299660436
"3302503145","RIMROCK WILLISTON","TWO SHIELDS BUTTE  13-21-16-3H","21","149","92","Middle Bakken","HEART BUTTE",2018-12-01,NA,NA,8699026.59614868,10788704.4259185,10443.5,10918,47.7036829756,-102.467405227,47.674622566,-102.46670867,988.157577021292,0.933691916722337
"3302503146","RIMROCK WILLISTON","TWO SHIELDS BUTTE  13-21-16-3H3","21","149","92","Middle Bakken","HEART BUTTE",2018-12-01,NA,NA,9936819.55806522,12979494.1086833,10470.2,10902,47.7036993395,-102.470990804,47.6746205883,-102.470883949,1190.56082449856,0.648224432703859
"3302503153","NEWFIELD","LOST BRIDGE FEDERAL   148-96-9-4-3H","9","148","96","Middle Bakken","LOST BRIDGE",2017-03-01,NA,NA,8482700.62731325,10894312.4255193,11088.8,10618,47.6457444531,-102.925937598,47.6735587026,-102.924014222,1026.02301992083,1.42836615890849
"3302503155","NEWFIELD","LOST BRIDGE FEDERAL   148-96-9-4-4HLW","9","148","96","Middle Bakken","LOST BRIDGE",2017-02-01,NA,NA,8313358.05652533,10709948.110856,11121.9,10523,47.6458226143,-102.927566244,47.6735609568,-102.929049454,1017.76566671633,1.42410237153008
"3302503158","CONTINENTAL","DVIRNAK  8-7H","7","146","95","Middle Bakken","JIM CREEK",2018-05-01,NA,NA,13066576.6788744,12854828.3350241,11068.2,10843,47.4730658609,-102.837029521,47.5017459182,-102.837541576,1185.54167066532,1.29284195543296
"3302503159","ENERPLUS","EVEREST  148-95-12D-01H","12","148","95","Middle Bakken","EAGLE NEST",2017-06-01,NA,NA,13060885.6625932,9585628.06940154,11144.4,10325,47.6462846848,-102.717550129,47.6734816833,-102.717591257,928.390127787074,1.03163548708274
"3302503161","XTO","BEAR CREEK FEDERAL   31X-3C","3","147","96","Middle Bakken","BEAR CREEK",2017-09-01,NA,NA,11678483.9627783,13163498.8499435,11104.7,10290,47.5879172494,-102.891165901,47.5610706006,-102.893947764,1279.25158891579,1.44557411154493
"3302503163","XTO","BEAR CREEK  31X-3BXC","3","147","96","Middle Bakken","BEAR CREEK",2018-05-01,NA,NA,11944994.8722652,12632568.885969,11092.6,10585,47.5879073162,-102.892520811,47.5610597729,-102.897518627,1193.44061275097,1.23500495226984
"3302503169","QEP","MHA  2-27-34H-148-92R","22","148","92","Middle Bakken","HEART BUTTE",2017-09-01,NA,NA,7678305.31657996,10703611.1471111,10038.7,11687,47.6195182394,-102.380077462,47.5887328378,-102.3803766,915.856177557208,0.834073835900734
"3302503174","CONTINENTAL","OAKDALE  7-13H","13","146","96","Middle Bakken","JIM CREEK",2017-10-01,NA,NA,12439203.420722,15617229.1146143,11049.1,10533,47.4597453395,-102.860848123,47.4877231879,-102.860952032,1482.69525440181,1.24657213605509
"3302503176","CONTINENTAL","RYDEN  6-24H","13","146","96","Middle Bakken","JIM CREEK",2017-10-01,NA,NA,13709001.2338251,16277163.4777628,11060.3,11415,47.4601986923,-102.860227672,47.4301244616,-102.860833491,1425.94511412727,1.10454825819947
"3302503179","CONTINENTAL","OAKDALE  9-13H","13","146","96","Middle Bakken","JIM CREEK",2017-10-01,NA,NA,12626925.1945625,14591346.0807053,11060.6,10370,47.4599533916,-102.857120239,47.4873130842,-102.855483485,1407.07291038624,1.26588136809376
"3302503181","CONTINENTAL","RYDEN  8-24H","13","146","96","Middle Bakken","JIM CREEK",2017-10-01,NA,NA,13557423.5191922,16281714.0348714,11076.4,11051,47.4599497969,-102.856841249,47.4305439205,-102.857416383,1473.32495112401,1.39000107824462
"3302503184","CONTINENTAL","STATE WEYDAHL  9-36H","36","147","96","Middle Bakken","CORRAL CREEK",2018-09-01,NA,NA,14727183.5731415,15530856.6142686,11173.1,10668,47.5163594437,-102.85565997,47.4880071934,-102.855457982,1455.83582810917,1.28317008677517
"3302503186","CONTINENTAL","BRANDVIK  9-25H","36","147","96","Middle Bakken","CORRAL CREEK",2018-08-01,NA,NA,11354642.206235,11366395.0079376,11168.3,11791,47.514404115,-102.855111056,47.5455643696,-102.855101483,963.989060125316,1.32435830178603
"3302503188","CONTINENTAL","BRANDVIK  11-25H","36","147","96","Middle Bakken","CORRAL CREEK",2018-08-01,NA,NA,11284974.1007194,11358030.8089928,11179.4,11699,47.5145012002,-102.85233791,47.5455551772,-102.851959707,970.854843062893,1.18896288722469
"3302503190","CONTINENTAL","STATE WEYDAHL  11-36H","36","147","96","Middle Bakken","CORRAL CREEK",2018-09-01,NA,NA,15300476.1390887,15756012.8986091,11120.4,10996,47.5171573009,-102.851907681,47.4879946324,-102.852047814,1432.88585836751,1.16485643055144
"3302503193","BURLINGTON","CCU BADGER  1B-MBH","14","147","95","Middle Bakken","CORRAL CREEK",2018-04-01,NA,NA,8971081.34807464,12453327.9094618,11156.8,10779,47.5595331082,-102.752038439,47.5884766823,-102.751996912,1155.33239720399,1.0337170774996
"3302503195","BURLINGTON","CCU BADGER  1D-MBH","14","147","95","Middle Bakken","CORRAL CREEK",2018-04-01,NA,NA,8942712.28538412,12430428.2172497,11151.6,10781,47.559313859,-102.746420954,47.5884766632,-102.745825102,1152.99399102585,1.09030600694889
"3302503198","RIMROCK WILLISTON","MC MHA  14-11-2TFH","11","147","93","Middle Bakken","MOCCASIN CREEK",2018-09-01,NA,NA,9953012.6561757,9950157.14594358,10484.8,10477,47.559871487,-102.490597428,47.5877411779,-102.490454814,949.714340550118,0.796284742153119
"3302503199","CONTINENTAL","COLTER  9-14H","23","147","96","Middle Bakken","BEAR CREEK",2019-05-01,NA,NA,10594317.0024205,10634769.4101626,11148,11067,47.5447675462,-102.879525949,47.5741052084,-102.880055621,960.944195370257,1.28552362849574
"3302503200","CONTINENTAL","COLTER  10-14H","23","147","96","Middle Bakken","BEAR CREEK",2019-05-01,NA,NA,10841823.2057722,10615029.0040825,11124.5,10864,47.5450403877,-102.876519867,47.5741128389,-102.876765519,977.082934838226,1.5184725268749
"3302503202","CONTINENTAL","COLTER  12-14H","23","147","96","Middle Bakken","BEAR CREEK",2019-05-01,NA,NA,10225856.0942396,10551153.6350156,11146.1,10918,47.5448724851,-102.873331669,47.5740917653,-102.873443502,966.399856660154,1.56798634083876
"3302503204","CONTINENTAL","COLTER  14-14H","23","147","96","Middle Bakken","BEAR CREEK",2019-04-01,NA,NA,7992535.60787006,7383400.5235576,11129.9,10904,47.5449385778,-102.866690659,47.5740675808,-102.86680226,677.127707589655,1.11234223419097
"3302503205","CONTINENTAL","DVIRNAK  9-7H","7","146","95","Middle Bakken","JIM CREEK",2018-06-01,NA,NA,13636723.7591494,12741999.1537148,11052.2,10914,47.4733847583,-102.829657265,47.5017298228,-102.828934243,1167.4912180424,1.24923447181115
"3302503206","XTO","NYGAARD FEDERAL   13X-5BXC","5","148","96","Middle Bakken","LOST BRIDGE",2019-03-01,NA,NA,18063518.1955402,9580134.70884957,10765.1,11749,47.6630591529,-102.943272122,47.632259304,-102.940281815,815.400009264582,1.68370680835616
"3302503208","XTO","NYGAARD FEDERAL   13X-5B","5","148","96","Middle Bakken","LOST BRIDGE",2019-03-01,NA,NA,23252210.3708725,12380207.3593679,10761.1,11755,47.6635786014,-102.944611585,47.6322511022,-102.944105558,1053.18650441241,1.72283267032219
"3302503210","XTO","NYGAARD FEDERAL   13X-5AXD","5","148","96","Middle Bakken","LOST BRIDGE",2019-03-01,NA,NA,23153867.6950653,12157190.9698942,10749.6,11781,47.6627374196,-102.94787907,47.6322476125,-102.951075443,1031.93200661185,1.53913005880318
"3302503216","ENERPLUS","WHEAT  148-92-19B-20H","19","148","92","Middle Bakken","HEART BUTTE",2017-08-01,NA,NA,8238578.97551287,10297654.0860222,10239.3,10396,47.6301420905,-102.459691599,47.6303782623,-102.418950711,990.540023665083,0.700988641144299
"3302503217","ENERPLUS","POTATO  148-92-19B-20H-TF","19","148","92","Middle Bakken","HEART BUTTE",2017-08-01,NA,NA,8315813.7394765,10309264.1398393,10221.6,10323,47.628008509,-102.459739935,47.6281385297,-102.419149514,998.669392602855,0.700034742327736
"3302503219","RIMROCK WILLISTON","MC MHA  14-11-2H","11","147","93","Middle Bakken","MOCCASIN CREEK",2018-09-01,NA,NA,9682779.80441326,9791480.21076247,10499.9,10490,47.5599053513,-102.497707015,47.5877404469,-102.497952521,933.410887584601,0.835616814173859
"3302503224","XTO","JORGENSON FEDERAL  44X-5D","5","148","96","Middle Bakken","LOST BRIDGE",2019-02-01,NA,NA,15836358.2188885,7597778.16334144,10783.9,11028,47.6616913626,-102.933283356,47.6323269103,-102.933479956,688.953406178948,1.06820130462518
"3302503226","XTO","JORGENSON FEDERAL 44X-5C","5","148","96","Middle Bakken","LOST BRIDGE",2019-03-01,NA,NA,16687112.9286913,8834739.09599851,10783.1,11233,47.6621919972,-102.936866379,47.6323266453,-102.936926195,786.498628683211,1.37645418645605
"3302503228","XTO","DEEP CREEK FEDERAL  44X-5A","5","148","96","Middle Bakken","LOST BRIDGE",2018-10-01,NA,NA,24428435.6037294,13232901.4190659,10808.8,10599,47.6627614795,-102.929470623,47.6624436237,-102.971074737,1248.50470979016,1.48261758691207
"3302503230","XTO","DEEP CREEK FEDERAL  44X-5B","5","148","96","Middle Bakken","LOST BRIDGE",2019-02-01,NA,NA,24332867.8688466,13300976.3874922,10804.4,10793,47.6672402775,-102.928746689,47.6674471597,-102.971083261,1232.37064648311,1.45541336583384
"3302503231","XTO","DEEP CREEK FEDERAL  44X-5C","5","148","96","Middle Bakken","LOST BRIDGE",2019-02-01,NA,NA,24258248.9456289,13283259.117089,10806.6,10899,47.6691828728,-102.928497609,47.6693781231,-102.971086784,1218.7594382135,1.32452379848913
"3302503234","PETRO-HUNT","SABROSKY  145-97-27B-34-4H","21","145","97","Middle Bakken","LITTLE KNIFE",2018-01-01,NA,NA,10451899.8733521,5731888.6050232,11048.3,11000,47.3584073284,-103.032656039,47.3290281799,-103.032223918,521.080782274836,0.774401905656272
"3302503236","CONTINENTAL","MOUNTAIN GAP  7-10H","3","146","96","Middle Bakken","RATTLESNAKE POINT",2018-02-01,NA,NA,1064914.32318165,1077254.95210313,11474.8,11294,47.4891027257,-102.905759928,47.459330287,-102.90537342,95.3829424564488,1.19270466911863
"3302503239","CONTINENTAL","MOUNTAIN GAP  10-10H","3","146","96","Middle Bakken","RATTLESNAKE POINT",2018-07-01,NA,NA,13973706.2426862,16270791.1015759,11443,10958,47.488673438,-102.90150609,47.4597027028,-102.901256897,1484.8321866742,1.38875280510693
"3302503241","BRUIN","FORT BERTHOLD  147-94-1B-12-8H","36","148","94","Middle Bakken","MCGREGORY BUTTES",2019-03-01,NA,NA,13795041.1431212,15218986.1621994,10591.9,10873,47.5888500903,-102.597128874,47.559937767,-102.597974024,1399.70442032553,1.67326486812466
"3302503242","NEWFIELD","BICE  148-97-18-17-1H","18","148","97","Middle Bakken","HAYSTACK BUTTE",2018-04-01,NA,NA,10338083.4621125,7365198.25939719,11212,11015,47.6418410948,-103.09994569,47.6444893124,-103.057574362,668.651680381043,1.74261391248974
"3302503243","NEWFIELD","BICE  148-97-18-17-2H","18","148","97","Middle Bakken","HAYSTACK BUTTE",2018-04-01,NA,NA,8192324.03345265,7259012.17866058,11208.4,11102,47.6408120874,-103.100887879,47.6409203889,-103.057576022,653.847250825129,1.85288545351074
"3302503244","NEWFIELD","BICE  148-97-18-17-3H","18","148","97","Middle Bakken","HAYSTACK BUTTE",2018-04-01,NA,NA,8095251.29160824,7326895.49909667,11211.5,11005,47.6372686301,-103.100963817,47.6373980313,-103.057569413,665.778782289565,1.88884970136551
"3302503245","NEWFIELD","BICE  148-97-18-17-4H","18","148","97","Middle Bakken","HAYSTACK BUTTE",2018-04-01,NA,NA,10245580.0065989,7415341.06496858,11210,10840,47.634325341,-103.100921357,47.6338133427,-103.058309601,684.072053963891,1.75240823954597
"3302503247","ENERPLUS","WHITNEY  148-95-12D-01H","12","148","95","Middle Bakken","EAGLE NEST",2017-06-01,NA,NA,8605588.72103613,10065111.686231,11151.5,10220,47.6462994015,-102.720782137,47.6734089987,-102.720855972,984.844587693835,1.10206302283162
"3302503256","MARATHON OIL","MITTELSTADT  34-12H","12","146","95","Middle Bakken","CHIMNEY BUTTE",2017-06-01,NA,NA,12827604.7325211,9798418.50190055,10916.6,10664,47.473374246,-102.722227086,47.501521612,-102.720797239,918.83144241378,1.5094496642361
"3302503258","WPX WILLISTON","MANDAREE SOUTH  25-36HC","30","150","93","Middle Bakken","SPOTTED HORN",2017-10-01,NA,NA,9301180.04574311,9705016.82104012,10796.6,10560,47.7895479269,-102.649749373,47.7614572691,-102.6501327,919.035683810617,0.986629498976244
"3302503259","WPX WILLISTON","MANDAREE SOUTH  25-36HT","30","150","93","Middle Bakken","SPOTTED HORN",2017-10-01,NA,NA,5850133.21828544,6076853.43831769,10890,11119,47.7894283159,-102.647469594,47.7614596226,-102.648114774,546.528774019038,1.35124564198472
"3302503260","WPX WILLISTON","MANDAREE SOUTH  25-36HD","30","150","93","Middle Bakken","SPOTTED HORN",2017-10-01,NA,NA,6116249.47422272,6488474.19027528,10796.1,10845,47.7894999568,-102.645921288,47.7614606792,-102.646057447,598.291764893987,1.27904535462743
"3302503263","MARATHON OIL","CHAPMAN  31-15H","15","146","93","Middle Bakken","BAILEY",2017-10-01,NA,NA,23803252.6364527,18587742.2316508,10583.7,10888,47.4732394899,-102.510975604,47.4448040324,-102.51308525,1707.17691326697,0.692682692223612
"3302503269","MARATHON OIL","BETHOL   34-7H","18","146","93","Middle Bakken","BAILEY",2018-01-01,NA,NA,14268839.5307749,5676441.27135523,10665.8,11087,47.4727371184,-102.57739126,47.5020477545,-102.57740897,511.990734315435,0.841735871596755
"3302503271","ENERPLUS","TRUMPET  148-94-13AH","13","148","94","Middle Bakken","MCGREGORY BUTTES",2018-02-01,NA,NA,4070729.97998149,6000848.53324584,10739,5269,47.6408189184,-102.587723803,47.6406525139,-102.607875299,1138.8970455961,1.12225960375574
"3302503273","RIMROCK WILLISTON","MC MHA  24-10TFH","10","147","93","Middle Bakken","MOCCASIN CREEK",2019-03-01,NA,NA,7390377.56219154,9354686.31305549,10489.1,9402,47.5587393397,-102.519292546,47.5836906762,-102.520597806,994.967699750638,0.777106681034483
"3302503278","ENERPLUS","HIDATSA HILLS  26-21H","26","149","93","Middle Bakken","MANDAREE",2018-03-01,NA,NA,3217404.64177638,2643847.38599722,10724,5344,47.6885469494,-102.549717117,47.7021856114,-102.549294636,494.731921032413,0.699982989018466
"3302503279","MARATHON OIL","HUGO  34-11H","14","146","94","Middle Bakken","BAILEY",2018-06-01,NA,NA,12336862.5512992,8294485.47232257,10643.6,10739,47.4733996732,-102.616119936,47.5019960968,-102.615739838,772.370376415176,1.10628624843322
"3302503281","MARATHON OIL","TIPTON  34-11H","14","146","94","Middle Bakken","BAILEY",2018-06-01,NA,NA,12201984.6284925,8340267.79534242,10685.7,10740,47.4733002646,-102.6195493,47.5019912141,-102.619668546,776.561247238587,1.04968999452557
"3302503283","LIME ROCK III-A","STATE  5-25-36H-144-97","24","144","97","Middle Bakken","CABERNET",2017-08-01,NA,NA,9717816.06714629,7208316.07932856,10735,11114,47.2708401074,-102.917345084,47.2414216404,-102.918715179,648.57981638731,0.848064928625486
